Train_ID,Train_Type,Current_Position,Delay_Min,Buffer_Min,Track_Availability,Stopping_Pattern,Section_Type,Speed_Limit,Decision,Hold_Station,Hold_Time,Reroute_Path,Additional_Time,Reason
T1311,Freight,Section_26,72,60,Occupied,All Stops,Single-line,120,Hold Train T1311,Station_37,11.0,,,
T1312,Freight,Station_46,62,54,Occupied,All Stops,Single-line,110,Reroute Train T1312,,,Station_19 → Station_33 → Section_43,33.0,Accident
T1313,Freight,Station_11,9,4,Occupied,Skip,Double-line,100,Allow Train T1313 to go first,,,,,
T1314,Express,Section_41,67,27,Free,All Stops,Double-line,120,Hold Train T1314,Station_28,8.0,,,
T1315,Express,Station_21,46,60,Occupied,Skip,Single-line,80,Allow Train T1315 to go first,,,,,
T1316,Express,Section_20,5,23,Occupied,Skip,Single-line,120,Reroute Train T1316,,,Section_40 → Station_19 → Section_24,15.0,Accident
T1317,Freight,Section_22,17,32,Occupied,Skip,Single-line,60,Allow Train T1317 to go first,,,,,
T1318,Passenger,Section_38,91,33,Free,Skip,Single-line,120,Hold Train T1318,Station_15,27.0,,,
T1319,Passenger,Station_46,97,58,Occupied,All Stops,Single-line,80,Allow Train T1319 to go first,,,,,
T1320,Passenger,Station_18,0,4,Occupied,Skip,Double-line,80,Reroute Train T1320,,,Section_11 → Station_33 → Section_37,9.0,Weather
T1321,Freight,Section_42,20,31,Occupied,Skip,Double-line,90,Allow Train T1321 to go first,,,,,
T1322,Express,Section_30,93,46,Occupied,All Stops,Double-line,60,Reroute Train T1322,,,Section_41 → Station_3 → Station_47,10.0,Maintenance
T1323,Freight,Station_15,79,19,Occupied,Skip,Single-line,100,Allow Train T1323 to go first,,,,,
T1324,Express,Section_39,6,0,Free,All Stops,Single-line,100,Allow Train T1324 to go first,,,,,
T1325,Express,Station_31,41,2,Free,Skip,Single-line,120,Allow Train T1325 to go first,,,,,
T1326,Freight,Station_35,87,9,Occupied,Skip,Double-line,90,Allow Train T1326 to go first,,,,,
T1327,Freight,Station_15,55,49,Free,Skip,Single-line,100,Reroute Train T1327,,,Section_1 → Station_29 → Station_16,32.0,Weather
T1328,Freight,Station_50,107,35,Occupied,All Stops,Single-line,80,Allow Train T1328 to go first,,,,,
T1329,Express,Station_33,47,17,Occupied,Skip,Single-line,100,Allow Train T1329 to go first,,,,,
T1330,Passenger,Section_1,33,37,Occupied,Skip,Single-line,120,Reroute Train T1330,,,Station_37 → Station_38 → Section_45,26.0,Maintenance
T1331,Express,Station_43,93,41,Free,All Stops,Double-line,90,Allow Train T1331 to go first,,,,,
T1332,Freight,Section_3,106,44,Free,Skip,Single-line,90,Allow Train T1332 to go first,,,,,
T1333,Express,Station_46,0,20,Free,All Stops,Double-line,60,Reroute Train T1333,,,Section_43 → Section_49 → Station_25,12.0,Accident
T1334,Express,Section_41,42,23,Free,Skip,Single-line,80,Reroute Train T1334,,,Section_21 → Station_7 → Station_42,37.0,Congestion
T1335,Passenger,Section_33,56,40,Occupied,Skip,Double-line,90,Reroute Train T1335,,,Station_8 → Section_40 → Section_42,24.0,Weather
T1336,Passenger,Station_23,120,21,Free,All Stops,Single-line,60,Allow Train T1336 to go first,,,,,
T1337,Express,Station_43,99,10,Occupied,All Stops,Double-line,80,Hold Train T1337,Station_29,27.0,,,
T1338,Freight,Section_21,68,11,Occupied,Skip,Single-line,60,Hold Train T1338,Station_18,22.0,,,
T1339,Freight,Station_3,30,1,Occupied,All Stops,Single-line,120,Reroute Train T1339,,,Section_11 → Station_16 → Section_20,32.0,Maintenance
T1340,Passenger,Station_17,22,38,Free,All Stops,Double-line,120,Hold Train T1340,Station_43,28.0,,,
T1341,Passenger,Section_27,112,11,Free,All Stops,Double-line,110,Hold Train T1341,Station_29,15.0,,,
T1342,Passenger,Section_14,76,38,Free,Skip,Single-line,100,Reroute Train T1342,,,Section_21 → Station_29 → Station_3,24.0,Accident
T1343,Passenger,Section_3,18,28,Occupied,All Stops,Single-line,60,Hold Train T1343,Station_1,22.0,,,
T1344,Freight,Station_46,67,36,Occupied,Skip,Single-line,90,Reroute Train T1344,,,Station_22 → Station_24 → Station_15,18.0,Congestion
T1345,Passenger,Section_41,66,38,Occupied,Skip,Single-line,110,Allow Train T1345 to go first,,,,,
T1346,Passenger,Section_9,55,43,Free,Skip,Single-line,60,Reroute Train T1346,,,Section_14 → Station_36 → Station_50,11.0,Maintenance
T1347,Freight,Station_32,93,53,Occupied,Skip,Double-line,60,Reroute Train T1347,,,Station_43 → Section_40 → Section_1,8.0,Congestion
T1348,Express,Section_17,86,31,Occupied,Skip,Double-line,120,Reroute Train T1348,,,Section_22 → Section_29 → Section_16,30.0,Maintenance
T1349,Freight,Section_49,98,16,Free,All Stops,Double-line,120,Allow Train T1349 to go first,,,,,
T1350,Express,Section_42,116,57,Free,Skip,Double-line,80,Hold Train T1350,Station_38,14.0,,,
T1351,Freight,Section_25,78,54,Occupied,All Stops,Double-line,100,Reroute Train T1351,,,Section_33 → Section_35 → Station_33,24.0,Accident
T1352,Express,Station_6,57,25,Free,All Stops,Single-line,100,Reroute Train T1352,,,Section_49 → Station_44 → Station_37,19.0,Accident
T1353,Passenger,Station_46,72,6,Occupied,Skip,Double-line,80,Hold Train T1353,Station_38,25.0,,,
T1354,Freight,Station_27,117,39,Occupied,Skip,Double-line,110,Reroute Train T1354,,,Section_24 → Section_5 → Station_47,37.0,Accident
T1355,Passenger,Section_15,96,14,Occupied,All Stops,Double-line,120,Reroute Train T1355,,,Station_10 → Station_49 → Section_12,38.0,Accident
T1356,Express,Station_40,86,2,Occupied,Skip,Single-line,100,Reroute Train T1356,,,Section_36 → Station_13 → Section_38,34.0,Weather
T1357,Passenger,Station_13,112,58,Free,All Stops,Single-line,120,Reroute Train T1357,,,Station_1 → Section_13 → Section_16,39.0,Congestion
T1358,Passenger,Section_25,20,9,Free,Skip,Double-line,90,Allow Train T1358 to go first,,,,,
T1359,Express,Station_25,52,37,Occupied,Skip,Double-line,120,Allow Train T1359 to go first,,,,,
T1360,Freight,Station_24,28,5,Free,All Stops,Double-line,80,Allow Train T1360 to go first,,,,,
T1361,Passenger,Station_31,40,44,Occupied,Skip,Double-line,110,Hold Train T1361,Station_10,13.0,,,
T1362,Freight,Section_39,6,12,Free,Skip,Single-line,90,Hold Train T1362,Station_32,7.0,,,
T1363,Passenger,Section_5,101,39,Occupied,Skip,Single-line,120,Hold Train T1363,Station_21,16.0,,,
T1364,Passenger,Section_39,57,2,Free,Skip,Single-line,100,Allow Train T1364 to go first,,,,,
T1365,Passenger,Station_33,9,12,Occupied,All Stops,Double-line,90,Reroute Train T1365,,,Station_36 → Section_11 → Section_1,12.0,Congestion
T1366,Express,Section_21,72,15,Free,Skip,Double-line,120,Reroute Train T1366,,,Section_47 → Station_2 → Section_4,25.0,Maintenance
T1367,Passenger,Section_45,51,6,Free,Skip,Single-line,110,Reroute Train T1367,,,Station_31 → Section_34 → Section_41,6.0,Accident
T1368,Passenger,Station_38,36,26,Occupied,Skip,Single-line,90,Hold Train T1368,Station_24,15.0,,,
T1369,Passenger,Section_25,42,3,Free,All Stops,Single-line,120,Hold Train T1369,Station_28,5.0,,,
T1370,Passenger,Section_14,62,49,Occupied,Skip,Single-line,120,Allow Train T1370 to go first,,,,,
T1371,Passenger,Section_3,109,12,Free,All Stops,Double-line,60,Allow Train T1371 to go first,,,,,
T1372,Freight,Station_23,88,47,Free,All Stops,Double-line,120,Reroute Train T1372,,,Station_19 → Section_5 → Section_23,6.0,Congestion
T1373,Freight,Station_24,19,3,Occupied,All Stops,Double-line,120,Allow Train T1373 to go first,,,,,
T1374,Passenger,Station_14,58,49,Free,All Stops,Double-line,60,Reroute Train T1374,,,Station_9 → Station_44 → Section_37,11.0,Congestion
T1375,Express,Station_8,26,37,Free,All Stops,Double-line,110,Allow Train T1375 to go first,,,,,
T1376,Passenger,Section_6,76,30,Free,Skip,Double-line,80,Reroute Train T1376,,,Station_10 → Section_21 → Section_34,17.0,Congestion
T1377,Freight,Station_30,75,47,Free,Skip,Double-line,120,Reroute Train T1377,,,Station_19 → Station_15 → Station_1,26.0,Congestion
T1378,Express,Section_12,10,10,Free,All Stops,Single-line,60,Reroute Train T1378,,,Station_17 → Station_19 → Section_16,19.0,Weather
T1379,Passenger,Section_46,35,11,Occupied,Skip,Double-line,90,Reroute Train T1379,,,Section_22 → Station_42 → Section_13,39.0,Weather
T1380,Express,Section_21,119,9,Free,All Stops,Single-line,80,Allow Train T1380 to go first,,,,,
T1381,Freight,Section_35,66,53,Free,Skip,Single-line,100,Reroute Train T1381,,,Section_21 → Station_7 → Station_38,21.0,Weather
T1382,Freight,Section_4,46,32,Occupied,Skip,Double-line,100,Hold Train T1382,Station_1,23.0,,,
T1383,Passenger,Section_39,105,1,Occupied,All Stops,Double-line,80,Reroute Train T1383,,,Section_31 → Station_33 → Station_44,16.0,Accident
T1384,Passenger,Station_28,57,35,Occupied,All Stops,Double-line,100,Reroute Train T1384,,,Section_19 → Station_34 → Station_2,33.0,Maintenance
T1385,Freight,Section_40,77,17,Occupied,All Stops,Double-line,100,Hold Train T1385,Station_50,6.0,,,
T1386,Passenger,Station_12,18,57,Occupied,Skip,Double-line,80,Hold Train T1386,Station_34,6.0,,,
T1387,Freight,Station_18,65,50,Free,All Stops,Single-line,120,Reroute Train T1387,,,Section_47 → Station_49 → Station_33,12.0,Weather
T1388,Express,Station_1,43,12,Occupied,Skip,Double-line,60,Hold Train T1388,Station_25,28.0,,,
T1389,Freight,Section_1,69,32,Free,Skip,Single-line,120,Reroute Train T1389,,,Section_2 → Station_49 → Station_40,35.0,Accident
T1390,Freight,Station_9,18,29,Free,Skip,Single-line,90,Allow Train T1390 to go first,,,,,
T1391,Freight,Section_38,46,15,Occupied,All Stops,Single-line,100,Allow Train T1391 to go first,,,,,
T1392,Express,Section_24,77,5,Occupied,Skip,Double-line,60,Reroute Train T1392,,,Station_16 → Section_11 → Station_1,37.0,Weather
T1393,Passenger,Station_14,46,10,Free,All Stops,Double-line,120,Allow Train T1393 to go first,,,,,
T1394,Freight,Station_8,60,52,Occupied,Skip,Double-line,80,Allow Train T1394 to go first,,,,,
T1395,Passenger,Section_21,74,23,Occupied,All Stops,Double-line,120,Allow Train T1395 to go first,,,,,
T1396,Freight,Station_38,52,5,Free,All Stops,Single-line,60,Allow Train T1396 to go first,,,,,
T1397,Freight,Station_1,6,43,Occupied,Skip,Single-line,100,Reroute Train T1397,,,Section_45 → Station_47 → Station_4,16.0,Maintenance
T1398,Passenger,Station_7,19,22,Occupied,All Stops,Single-line,120,Reroute Train T1398,,,Station_30 → Section_41 → Section_38,16.0,Maintenance
T1399,Express,Station_2,86,11,Occupied,All Stops,Double-line,90,Reroute Train T1399,,,Section_9 → Section_37 → Section_39,26.0,Congestion
T1400,Freight,Section_5,41,38,Occupied,All Stops,Double-line,80,Hold Train T1400,Station_10,17.0,,,
T1401,Freight,Section_37,87,39,Occupied,Skip,Single-line,90,Allow Train T1401 to go first,,,,,
T1402,Passenger,Station_37,14,22,Free,All Stops,Double-line,60,Reroute Train T1402,,,Station_47 → Station_12 → Station_25,20.0,Weather
T1403,Freight,Section_49,29,55,Occupied,All Stops,Double-line,120,Reroute Train T1403,,,Section_49 → Section_38 → Section_28,33.0,Weather
T1404,Freight,Station_15,95,43,Occupied,Skip,Double-line,90,Hold Train T1404,Station_50,7.0,,,
T1405,Passenger,Station_39,76,42,Free,All Stops,Double-line,110,Reroute Train T1405,,,Section_1 → Section_17 → Section_16,10.0,Accident
T1406,Passenger,Section_26,78,2,Free,Skip,Double-line,110,Hold Train T1406,Station_11,14.0,,,
T1407,Freight,Station_6,86,22,Occupied,All Stops,Double-line,90,Allow Train T1407 to go first,,,,,
T1408,Freight,Section_30,73,35,Occupied,Skip,Single-line,90,Hold Train T1408,Station_49,12.0,,,
T1409,Passenger,Station_19,56,47,Free,Skip,Single-line,60,Reroute Train T1409,,,Station_8 → Section_40 → Section_17,28.0,Maintenance
T1410,Freight,Station_33,52,43,Occupied,All Stops,Single-line,80,Allow Train T1410 to go first,,,,,
T1411,Express,Station_46,105,36,Occupied,Skip,Single-line,60,Reroute Train T1411,,,Section_9 → Section_43 → Section_39,17.0,Accident
T1412,Freight,Section_19,1,56,Free,Skip,Single-line,120,Hold Train T1412,Station_17,9.0,,,
T1413,Passenger,Section_29,63,42,Free,Skip,Double-line,90,Hold Train T1413,Station_35,10.0,,,
T1414,Freight,Section_17,111,56,Occupied,Skip,Single-line,60,Hold Train T1414,Station_31,26.0,,,
T1415,Passenger,Section_28,93,34,Occupied,All Stops,Double-line,100,Allow Train T1415 to go first,,,,,
T1416,Passenger,Station_23,74,15,Occupied,Skip,Double-line,120,Reroute Train T1416,,,Station_33 → Section_38 → Section_11,16.0,Maintenance
T1417,Passenger,Section_6,10,29,Free,All Stops,Double-line,110,Allow Train T1417 to go first,,,,,
T1418,Passenger,Station_45,102,9,Free,All Stops,Double-line,100,Reroute Train T1418,,,Section_15 → Section_17 → Section_34,34.0,Weather
T1419,Passenger,Station_43,37,17,Occupied,All Stops,Double-line,90,Allow Train T1419 to go first,,,,,
T1420,Express,Station_36,0,7,Free,Skip,Double-line,60,Reroute Train T1420,,,Station_43 → Section_28 → Section_6,16.0,Weather
T1421,Passenger,Section_35,8,44,Free,All Stops,Double-line,80,Reroute Train T1421,,,Section_28 → Station_4 → Station_15,14.0,Accident
T1422,Freight,Station_37,100,18,Occupied,Skip,Double-line,120,Reroute Train T1422,,,Station_45 → Section_3 → Station_16,9.0,Accident
T1423,Passenger,Section_21,102,25,Free,Skip,Single-line,60,Hold Train T1423,Station_2,26.0,,,
T1424,Passenger,Station_43,78,16,Free,All Stops,Single-line,60,Hold Train T1424,Station_3,9.0,,,
T1425,Freight,Station_17,57,40,Occupied,Skip,Single-line,60,Allow Train T1425 to go first,,,,,
T1426,Passenger,Section_37,22,51,Occupied,Skip,Double-line,120,Reroute Train T1426,,,Station_21 → Station_37 → Station_39,34.0,Accident
T1427,Passenger,Station_25,110,4,Free,Skip,Single-line,80,Reroute Train T1427,,,Section_40 → Station_2 → Section_13,39.0,Congestion
T1428,Freight,Section_13,69,48,Free,All Stops,Double-line,60,Hold Train T1428,Station_45,14.0,,,
T1429,Passenger,Section_30,110,32,Occupied,All Stops,Double-line,80,Hold Train T1429,Station_28,15.0,,,
T1430,Freight,Station_38,10,33,Free,Skip,Single-line,90,Allow Train T1430 to go first,,,,,
T1431,Express,Station_22,117,42,Occupied,All Stops,Single-line,90,Reroute Train T1431,,,Station_35 → Station_50 → Section_26,38.0,Accident
T1432,Express,Section_19,64,56,Free,All Stops,Double-line,60,Hold Train T1432,Station_10,6.0,,,
T1433,Express,Station_11,85,14,Free,All Stops,Single-line,120,Allow Train T1433 to go first,,,,,
T1434,Express,Section_46,20,58,Free,Skip,Double-line,100,Reroute Train T1434,,,Section_6 → Station_38 → Station_17,33.0,Weather
T1435,Freight,Station_50,17,27,Occupied,Skip,Double-line,80,Reroute Train T1435,,,Section_10 → Section_45 → Station_49,6.0,Congestion
T1436,Express,Station_1,64,58,Occupied,All Stops,Single-line,90,Hold Train T1436,Station_6,28.0,,,
T1437,Express,Section_3,23,42,Free,Skip,Double-line,120,Reroute Train T1437,,,Station_45 → Section_47 → Section_32,28.0,Weather
T1438,Express,Station_44,114,27,Free,Skip,Single-line,100,Hold Train T1438,Station_42,27.0,,,
T1439,Express,Station_8,32,21,Free,All Stops,Double-line,120,Reroute Train T1439,,,Section_11 → Station_28 → Station_8,13.0,Weather
T1440,Express,Section_46,81,42,Free,Skip,Double-line,100,Allow Train T1440 to go first,,,,,
T1441,Passenger,Section_41,20,50,Occupied,Skip,Single-line,90,Hold Train T1441,Station_22,14.0,,,
T1442,Passenger,Section_17,77,46,Free,All Stops,Double-line,120,Allow Train T1442 to go first,,,,,
T1443,Passenger,Station_14,13,26,Occupied,Skip,Double-line,110,Hold Train T1443,Station_41,30.0,,,
T1444,Passenger,Section_2,111,41,Occupied,Skip,Double-line,90,Hold Train T1444,Station_39,5.0,,,
T1445,Passenger,Station_36,65,42,Occupied,All Stops,Double-line,120,Allow Train T1445 to go first,,,,,
T1446,Express,Station_24,91,11,Free,Skip,Double-line,110,Reroute Train T1446,,,Station_43 → Station_46 → Section_19,34.0,Weather
T1447,Express,Station_2,84,54,Occupied,Skip,Single-line,120,Reroute Train T1447,,,Station_34 → Station_41 → Section_25,22.0,Congestion
T1448,Passenger,Station_36,4,31,Occupied,Skip,Double-line,80,Allow Train T1448 to go first,,,,,
T1449,Express,Station_17,120,45,Free,Skip,Single-line,110,Reroute Train T1449,,,Station_4 → Section_39 → Station_16,20.0,Weather
T1450,Express,Section_48,48,9,Free,Skip,Double-line,100,Reroute Train T1450,,,Section_30 → Station_7 → Station_42,40.0,Maintenance
T1451,Express,Section_20,86,1,Free,All Stops,Single-line,80,Hold Train T1451,Station_18,30.0,,,
T1452,Express,Station_42,51,29,Free,Skip,Double-line,100,Allow Train T1452 to go first,,,,,
T1453,Freight,Section_49,58,4,Occupied,All Stops,Double-line,110,Hold Train T1453,Station_43,24.0,,,
T1454,Passenger,Section_10,89,58,Occupied,All Stops,Double-line,90,Reroute Train T1454,,,Station_44 → Section_29 → Section_23,28.0,Accident
T1455,Express,Station_44,41,57,Free,All Stops,Single-line,110,Reroute Train T1455,,,Section_31 → Station_11 → Section_7,12.0,Accident
T1456,Freight,Station_47,112,56,Occupied,Skip,Single-line,110,Hold Train T1456,Station_11,27.0,,,
T1457,Passenger,Station_17,94,54,Occupied,Skip,Single-line,100,Reroute Train T1457,,,Section_50 → Section_18 → Section_33,37.0,Congestion
T1458,Express,Section_1,83,20,Free,Skip,Single-line,60,Hold Train T1458,Station_24,20.0,,,
T1459,Passenger,Section_41,37,20,Free,Skip,Single-line,60,Reroute Train T1459,,,Station_18 → Section_11 → Section_31,29.0,Accident
T1460,Passenger,Station_26,3,32,Free,All Stops,Single-line,80,Reroute Train T1460,,,Station_47 → Section_38 → Station_31,16.0,Maintenance
T1461,Express,Section_45,36,56,Occupied,Skip,Single-line,110,Allow Train T1461 to go first,,,,,
T1462,Passenger,Station_30,37,41,Free,All Stops,Single-line,80,Reroute Train T1462,,,Station_12 → Section_21 → Station_5,28.0,Congestion
T1463,Passenger,Section_12,73,20,Free,Skip,Double-line,100,Reroute Train T1463,,,Station_33 → Station_12 → Station_18,20.0,Congestion
T1464,Passenger,Station_39,52,0,Free,Skip,Single-line,80,Hold Train T1464,Station_48,28.0,,,
T1465,Express,Station_34,102,32,Occupied,All Stops,Single-line,80,Allow Train T1465 to go first,,,,,
T1466,Freight,Section_49,87,39,Occupied,Skip,Double-line,100,Reroute Train T1466,,,Section_4 → Station_12 → Station_24,36.0,Congestion
T1467,Passenger,Station_17,14,49,Free,Skip,Single-line,80,Reroute Train T1467,,,Station_12 → Section_40 → Section_41,18.0,Maintenance
T1468,Express,Station_6,11,18,Occupied,Skip,Single-line,110,Reroute Train T1468,,,Section_28 → Station_7 → Section_22,39.0,Maintenance
T1469,Freight,Station_49,86,26,Occupied,All Stops,Single-line,80,Allow Train T1469 to go first,,,,,
T1470,Freight,Station_14,86,36,Free,Skip,Single-line,120,Allow Train T1470 to go first,,,,,
T1471,Express,Station_42,50,35,Free,Skip,Double-line,80,Allow Train T1471 to go first,,,,,
T1472,Passenger,Section_31,51,31,Free,All Stops,Single-line,100,Allow Train T1472 to go first,,,,,
